UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],falha_real,conjunto,faixa_desgaste
4951,M,303.8,312.7,1919,20.2,131,0,teste,100-199 min
4952,L,303.8,312.7,1596,36.6,134,0,treino,100-199 min
4953,M,303.8,312.7,1374,53.6,136,0,treino,100-199 min
4954,L,303.7,312.5,1670,26.1,139,0,treino,100-199 min
4955,L,303.7,312.6,1702,29.1,141,0,treino,100-199 min
4956,M,303.8,312.5,1366,45.1,143,0,treino,100-199 min
4957,M,303.8,312.5,2344,15.2,146,0,treino,100-199 min
4958,M,303.8,312.6,1768,23.9,149,0,treino,100-199 min
4959,L,303.8,312.5,1523,47,152,0,treino,100-199 min
4960,L,303.8,312.6,1735,25.9,154,0,treino,100-199 min
4961,L,303.9,312.7,1339,62.3,156,0,teste,100-199 min
4962,L,303.9,312.7,1800,24.3,158,0,validacao,100-199 min
4963,M,304,312.7,1456,51.2,160,0,treino,100-199 min
4964,L,303.9,312.7,1789,24.4,163,0,teste,100-199 min
4965,L,303.9,312.7,1602,33.9,165,0,validacao,100-199 min
4966,M,303.8,312.7,1364,49.3,167,0,treino,100-199 min
4967,L,303.8,312.6,1793,28.1,170,0,teste,100-199 min
4968,L,303.9,312.6,1426,53.4,172,0,teste,100-199 min
4969,M,303.9,312.7,1485,43.3,174,0,teste,100-199 min
4970,L,303.9,312.7,1528,38.4,177,0,treino,100-199 min
4971,L,303.8,312.6,1565,36,179,0,treino,100-199 min
4972,L,303.8,312.7,1838,27.8,181,0,treino,100-199 min
4973,H,303.8,312.6,1811,24.9,183,0,validacao,100-199 min
4974,L,303.8,312.7,1461,38.2,188,0,treino,100-199 min
4975,L,303.8,312.7,1414,41.7,190,0,treino,100-199 min
4976,L,303.7,312.7,1426,45.5,192,0,treino,100-199 min
4977,L,303.7,312.7,1359,56.8,194,1,treino,100-199 min
4978,L,303.7,312.7,1540,44.8,196,0,treino,100-199 min
4979,L,303.6,312.7,1429,47.7,198,0,treino,100-199 min
4980,M,303.7,312.7,1612,36.3,200,0,treino,200+ min
4981,M,303.7,312.8,1685,31.8,203,0,teste,200+ min
4982,M,303.7,312.8,1558,37.7,206,0,validacao,200+ min
4983,L,303.7,313,1811,24.3,209,0,validacao,200+ min
4984,L,303.8,313.1,1869,25.8,211,0,validacao,200+ min
4985,L,303.8,313.1,1256,58.7,213,1,treino,200+ min
4986,M,303.8,313,1789,23.5,215,0,teste,200+ min
4987,L,303.7,312.9,1502,40.5,0,0,treino,0-99 min
4988,M,303.7,313,1303,54.4,2,0,validacao,0-99 min
4989,L,303.8,313.1,2497,13,5,1,treino,0-99 min
4990,L,303.9,313.2,1499,37.4,7,0,treino,0-99 min
4991,L,303.9,313.2,1393,46.5,9,0,validacao,0-99 min
4992,M,303.9,313,1475,41,11,0,teste,0-99 min
4993,L,303.8,312.9,1573,34.6,14,0,treino,0-99 min
4994,L,303.8,312.9,1819,23.7,16,0,validacao,0-99 min
4995,M,303.5,312.6,1642,29.4,18,0,teste,0-99 min
4996,L,303.6,312.6,1540,39.8,21,0,treino,0-99 min
4997,M,303.6,312.8,1400,43.2,23,0,treino,0-99 min
4998,M,303.6,312.8,2659,11.4,26,1,treino,0-99 min
4999,M,303.6,312.8,1825,25.2,29,0,treino,0-99 min
5000,M,303.7,312.9,1532,41.3,32,0,treino,0-99 min
5001,L,303.7,312.8,1832,23.6,35,0,treino,0-99 min
5002,M,303.6,312.7,2174,17.6,37,0,treino,0-99 min
5003,L,303.7,312.8,1627,31.7,40,0,treino,0-99 min
5004,L,303.7,312.8,1437,51.3,42,0,validacao,0-99 min
5005,L,303.7,312.8,1364,46.3,44,0,treino,0-99 min
5006,M,303.7,312.9,1444,52.7,46,0,treino,0-99 min
5007,M,303.7,312.8,1366,47.3,49,0,treino,0-99 min
5008,L,303.8,312.9,1442,48.3,52,0,treino,0-99 min
5009,H,303.7,312.8,1488,42.8,54,0,treino,0-99 min
5010,L,303.7,312.8,1523,40.7,59,0,treino,0-99 min
5011,L,303.7,312.8,1543,38.3,61,0,validacao,0-99 min
5012,M,303.7,312.8,1634,33.8,63,0,treino,0-99 min
5013,M,303.8,312.9,1815,27.8,66,0,teste,0-99 min
5014,M,303.8,312.9,1594,35.2,69,0,treino,0-99 min
5015,L,303.8,313,1452,38.6,72,0,treino,0-99 min
5016,L,303.9,313,1759,28.4,74,0,teste,0-99 min
5017,L,303.9,313,1408,47.5,76,0,treino,0-99 min
5018,L,303.9,313,1483,45,78,0,treino,0-99 min
5019,M,303.9,313,1620,36.6,80,0,teste,0-99 min
5020,M,304,313.1,1466,39.5,83,0,teste,0-99 min
5021,L,304.1,313.1,1556,36.3,86,0,validacao,0-99 min
5022,L,304,313,1350,61.1,88,0,treino,0-99 min
5023,L,304,313.1,1404,47.1,90,0,treino,0-99 min
5024,M,304,313,1575,34.5,92,0,teste,0-99 min
5025,L,303.9,313.1,1639,29,95,0,treino,0-99 min
5026,M,303.9,313.1,1473,42.8,97,0,teste,0-99 min
5027,L,303.9,313.2,1481,40,100,0,treino,100-199 min
5028,L,304,313.3,1294,54.6,102,0,treino,100-199 min
5029,M,303.9,313.2,1630,29.3,104,0,validacao,100-199 min
5030,M,303.9,313.2,1624,39.8,107,0,treino,100-199 min
5031,M,303.9,313.1,1437,48.3,110,0,teste,100-199 min
5032,M,303.8,313,1514,45,113,0,treino,100-199 min
5033,M,304,313.1,1694,31.4,116,0,validacao,100-199 min
5034,L,304,313.1,1564,50.9,119,0,treino,100-199 min
5035,M,303.9,313.1,1514,41.1,121,0,teste,100-199 min
5036,M,304,313.2,1500,40.6,124,0,treino,100-199 min
5037,L,304,313.2,1615,37.8,127,0,treino,100-199 min
5038,M,304.1,313.2,1586,41.1,129,0,treino,100-199 min
5039,L,304.1,313.3,1732,28.5,132,0,treino,100-199 min
5040,H,304.1,313.3,1689,32.5,134,0,teste,100-199 min
5041,H,304.1,313.2,1586,34.6,139,0,teste,100-199 min
5042,L,304,313.2,1314,47.1,144,0,teste,100-199 min
5043,L,304.1,313.2,1569,35.8,146,0,treino,100-199 min
5044,L,304.1,313.2,1468,39.4,148,0,treino,100-199 min
5045,L,304.1,313.2,1412,47.5,150,0,teste,100-199 min
5046,M,304.1,313.2,1510,46.9,152,0,treino,100-199 min
5047,M,304.1,313.2,1410,42.4,155,0,teste,100-199 min
5048,M,304.1,313.3,1680,29.3,158,0,treino,100-199 min
5049,H,304,313.2,1271,68.6,161,1,treino,100-199 min
5050,H,304,313.1,1472,45.5,166,0,treino,100-199 min
5051,H,304,313,1701,30.4,171,0,treino,100-199 min
5052,L,303.9,313,1480,39.9,176,0,validacao,100-199 min
5053,L,303.9,313,1433,48.4,178,0,treino,100-199 min
5054,L,303.8,312.9,1514,34.3,180,0,treino,100-199 min
5055,L,303.8,312.9,1619,35.7,182,0,treino,100-199 min
5056,H,303.8,312.9,1378,45.6,184,0,treino,100-199 min
5057,M,303.9,312.9,1430,53.5,189,0,teste,100-199 min
5058,L,303.8,312.9,1367,49.9,192,0,validacao,100-199 min
5059,L,303.9,312.9,1526,42.5,194,0,treino,100-199 min
5060,L,303.9,312.8,1419,47.9,196,0,treino,100-199 min
5061,L,304,312.8,1542,42.7,198,0,treino,100-199 min
5062,L,304,312.9,1363,62.5,200,1,treino,200+ min
5063,L,304,312.9,1313,53.9,202,0,treino,200+ min
5064,H,304,312.9,1495,46.6,0,0,treino,0-99 min
5065,L,304,313,1407,42.1,5,0,treino,0-99 min
5066,L,304.1,313,1566,37.2,7,0,treino,0-99 min
5067,L,304.1,313.1,1550,30.9,9,0,treino,0-99 min
5068,M,304.2,313.2,1396,50.5,11,0,treino,0-99 min
5069,M,304.3,313.3,1540,39,14,0,teste,0-99 min
5070,M,304.2,313.2,1380,48.7,17,0,treino,0-99 min
5071,M,304.2,313.1,1608,31.1,20,0,treino,0-99 min
5072,H,304.2,313,1442,40.9,23,0,treino,0-99 min
5073,L,304.1,313,1408,45.3,28,0,teste,0-99 min
5074,M,304,313,1454,46.8,30,0,treino,0-99 min
5075,L,304.1,313.1,1666,34.6,33,0,treino,0-99 min
5076,L,304.1,313.2,1366,46.6,35,0,validacao,0-99 min
5077,L,304.2,313.2,1464,44.9,37,0,treino,0-99 min
5078,L,304.3,313.3,1775,24.9,39,0,validacao,0-99 min
5079,M,304.3,313.4,1482,43.8,41,0,teste,0-99 min
5080,M,304.2,313.4,1411,54.8,44,0,treino,0-99 min
5081,L,304.2,313.3,1410,51.6,47,0,treino,0-99 min
5082,M,304.1,313.3,1494,39,49,0,treino,0-99 min
5083,H,304.1,313.2,1590,43.4,52,0,treino,0-99 min
5084,L,304.1,313.1,1327,54.1,57,0,teste,0-99 min
5085,L,304.1,313.1,1969,20.8,59,0,treino,0-99 min
5086,M,304,313,1377,56,61,0,validacao,0-99 min
5087,L,304,313,1541,45.9,64,0,teste,0-99 min
5088,M,304,313,1685,28.2,66,0,teste,0-99 min
5089,L,304,313.1,1465,41,69,0,treino,0-99 min
5090,M,303.9,313.1,1483,47.2,71,0,treino,0-99 min
5091,M,303.9,313.2,1570,40.7,74,0,teste,0-99 min
5092,L,303.9,313.2,1345,48.2,77,0,teste,0-99 min
5093,M,303.9,313.2,1608,40.6,79,0,treino,0-99 min
5094,M,304,313.3,1415,52.8,82,0,validacao,0-99 min
5095,M,304.1,313.5,1470,45.8,85,0,treino,0-99 min
5096,M,304.1,313.5,1428,39.9,88,0,teste,0-99 min
5097,H,304.2,313.5,1627,32.2,91,0,teste,0-99 min
5098,L,304.2,313.4,1457,49.4,96,0,treino,0-99 min
5099,L,304.2,313.4,1475,40.2,98,0,treino,0-99 min
5100,L,304.2,313.5,1438,50.1,100,0,treino,100-199 min
5101,M,304.2,313.5,1437,47.2,102,0,treino,100-199 min
5102,M,304.1,313.4,1518,42.4,105,0,validacao,100-199 min
5103,M,304.1,313.5,1587,33.6,108,0,validacao,100-199 min
5104,L,304.1,313.4,1399,43.7,111,0,treino,100-199 min
5105,L,304.1,313.5,1469,44.6,113,0,treino,100-199 min
5106,L,304.1,313.4,1374,56.6,115,0,validacao,100-199 min
5107,L,304,313.3,1519,36.7,117,0,teste,100-199 min
5108,L,303.9,313.2,1540,44.4,119,0,validacao,100-199 min
5109,L,303.9,313.3,1394,51.6,121,0,treino,100-199 min
5110,M,304,313.4,1389,45.8,123,0,validacao,100-199 min
5111,M,304,313.5,1732,26.2,126,0,teste,100-199 min
5112,L,304.1,313.6,1556,37.4,129,0,treino,100-199 min
5113,M,304.1,313.6,1441,43.7,131,0,treino,100-199 min
5114,L,304.1,313.6,1382,46.7,134,0,teste,100-199 min
5115,M,304.2,313.8,1481,44.9,136,0,treino,100-199 min
5116,M,304.2,313.7,2113,18.4,139,0,treino,100-199 min
5117,L,304.2,313.8,1401,53.9,142,0,validacao,100-199 min
5118,L,304.1,313.6,1611,31.4,144,0,treino,100-199 min
5119,M,304.2,313.6,1512,33.4,146,0,validacao,100-199 min
5120,L,304.2,313.6,1411,46,149,0,teste,100-199 min
5121,M,304.2,313.6,1424,43.7,151,0,treino,100-199 min
5122,L,304.2,313.6,1469,40,154,0,teste,100-199 min
5123,H,304.2,313.5,1684,29.8,156,0,treino,100-199 min
5124,M,304.2,313.5,1532,41.3,161,0,validacao,100-199 min
5125,M,304.2,313.5,1557,37.3,164,0,teste,100-199 min
5126,M,304.3,313.5,1416,48.1,167,0,treino,100-199 min
5127,L,304.3,313.5,1802,25.4,170,0,teste,100-199 min
5128,M,304.3,313.5,2245,15.1,172,0,validacao,100-199 min
5129,L,304.2,313.4,1434,42.5,175,0,treino,100-199 min
5130,M,304.1,313.3,1725,28.3,177,0,teste,100-199 min
5131,L,304.2,313.3,1668,35.7,180,0,teste,100-199 min
5132,L,304.1,313.3,1452,43.9,182,0,validacao,100-199 min
5133,L,304.1,313.3,1415,50,184,0,treino,100-199 min
5134,L,304.1,313.2,1824,25.8,186,0,treino,100-199 min
5135,L,304.1,313.3,1438,45.5,188,0,validacao,100-199 min
5136,L,304.1,313.3,1883,24.5,190,0,treino,100-199 min
5137,L,304.2,313.4,1735,28.9,192,0,validacao,100-199 min
5138,L,304.3,313.5,1464,36.7,194,0,treino,100-199 min
5139,M,304.3,313.6,1489,40.3,196,0,treino,100-199 min
5140,M,304.4,313.6,1510,38.9,199,0,treino,100-199 min
5141,M,304.3,313.6,1585,32.1,202,0,treino,200+ min
5142,L,304.4,313.7,1509,35,205,1,treino,200+ min
5143,L,304.4,313.6,1568,39.1,0,0,teste,0-99 min
5144,M,304.3,313.5,1525,42,2,0,treino,0-99 min
5145,L,304.4,313.7,1607,33.5,5,0,validacao,0-99 min
5146,L,304.5,313.7,1670,32.9,7,0,treino,0-99 min
5147,L,304.4,313.6,1585,38.9,9,0,treino,0-99 min
5148,L,304.4,313.6,1569,38.4,11,0,teste,0-99 min
5149,L,304.4,313.6,1507,43.1,13,0,teste,0-99 min
5150,L,304.3,313.5,1452,41.5,15,0,teste,0-99 min
5151,L,304.3,313.5,1590,29.8,17,0,treino,0-99 min
5152,L,304.3,313.6,1409,56,19,0,treino,0-99 min
5153,L,304.3,313.5,2643,12.7,21,0,treino,0-99 min
5154,L,304.2,313.4,1644,31.7,23,0,treino,0-99 min
5155,L,304.2,313.4,1568,37.6,25,0,treino,0-99 min
5156,H,304.2,313.3,1625,37.3,27,0,treino,0-99 min
5157,L,304.2,313.4,1482,41.4,32,0,treino,0-99 min
5158,H,304.1,313.3,1397,49.6,34,0,treino,0-99 min
5159,L,304.1,313.3,1459,50.3,39,0,treino,0-99 min
5160,L,304.2,313.4,1490,44,41,0,validacao,0-99 min
5161,L,304.1,313.2,1434,50.1,43,0,treino,0-99 min
5162,M,304.1,313.2,2028,18.9,45,0,treino,0-99 min
5163,L,304.2,313.3,1464,45.9,48,0,validacao,0-99 min
5164,M,304.2,313.4,1713,23.5,50,0,treino,0-99 min
5165,M,304.3,313.4,1624,32.1,53,0,teste,0-99 min
5166,L,304.2,313.4,1421,43.4,56,0,validacao,0-99 min
5167,H,304.2,313.5,1546,41.4,58,0,validacao,0-99 min
5168,L,304.2,313.4,1639,32.7,63,0,treino,0-99 min
5169,H,304.1,313.4,1696,29.6,65,0,treino,0-99 min
5170,L,304.1,313.3,1470,39.9,70,0,teste,0-99 min
5171,M,304.1,313.3,1480,38.4,72,0,treino,0-99 min
5172,M,304.2,313.4,1329,54.5,75,0,teste,0-99 min
5173,L,304.2,313.4,1740,28.2,78,0,validacao,0-99 min
5174,M,304.2,313.5,1739,28.1,80,0,treino,0-99 min
5175,M,304.2,313.5,1390,47.8,83,0,treino,0-99 min
5176,L,304.2,313.4,1740,23.7,86,0,treino,0-99 min
5177,M,304,313.3,1844,27.1,88,0,validacao,0-99 min
5178,H,304,313.1,1388,53.2,91,0,validacao,0-99 min
5179,H,304,313.2,1517,43.1,96,0,treino,0-99 min
5180,M,304,313.1,1450,42.8,101,0,treino,100-199 min
5181,L,304,313.2,1584,38.7,104,0,treino,100-199 min
5182,L,304,313.1,1720,28.7,106,0,treino,100-199 min
5183,L,303.9,313.1,1586,31.9,108,0,teste,100-199 min
5184,M,303.9,313,1901,22.5,110,0,treino,100-199 min
5185,L,304,313,1397,42.4,113,0,teste,100-199 min
5186,L,304,313,2012,21.1,115,0,validacao,100-199 min
5187,L,304,313,2354,15,117,0,treino,100-199 min
5188,L,304,313.1,1648,35.7,119,0,treino,100-199 min
5189,L,304,313.2,1632,30.6,121,0,treino,100-199 min
5190,M,304.1,313.2,1427,46.9,123,0,treino,100-199 min
5191,L,304.1,313.2,1452,48,126,0,treino,100-199 min
5192,L,304,313.2,1416,46,128,0,validacao,100-199 min
5193,L,303.9,313.1,1310,62.9,130,0,treino,100-199 min
5194,H,304,313.1,1408,39.8,132,0,treino,100-199 min
5195,M,303.9,313.1,1668,34.4,137,0,treino,100-199 min
5196,L,303.9,313,1551,36.8,140,0,teste,100-199 min
5197,H,303.9,313,1517,36,142,0,treino,100-199 min
5198,H,303.8,312.9,1570,35.8,147,0,treino,100-199 min
5199,L,303.8,312.8,1428,53.3,152,0,treino,100-199 min
5200,L,303.8,312.8,1503,40,154,0,treino,100-199 min
5201,L,303.8,312.8,1416,58.7,156,0,validacao,100-199 min
5202,M,303.7,312.7,1396,47.3,158,0,validacao,100-199 min
5203,L,303.7,312.7,1335,51.1,161,0,teste,100-199 min
5204,M,303.7,312.6,1671,30.5,163,0,validacao,100-199 min
5205,L,303.7,312.7,1989,22.4,166,0,treino,100-199 min
5206,L,303.7,312.7,1468,43.3,168,0,validacao,100-199 min
5207,H,303.7,312.6,1711,27.6,170,0,teste,100-199 min
5208,M,303.8,312.7,1488,41.3,175,0,teste,100-199 min
5209,L,303.8,312.7,1664,29.3,178,0,treino,100-199 min
5210,M,303.8,312.7,1507,38.5,180,0,teste,100-199 min
5211,L,303.7,312.6,1466,42.5,183,0,treino,100-199 min
5212,L,303.7,312.5,1433,53.6,185,0,teste,100-199 min
5213,L,303.7,312.5,1397,45.7,187,0,treino,100-199 min
5214,M,303.7,312.6,1429,43.3,189,0,treino,100-199 min
5215,L,303.7,312.7,1572,37.2,192,0,teste,100-199 min
5216,M,303.7,312.7,1532,42.7,194,0,treino,100-199 min
5217,M,303.7,312.7,1316,51.8,197,0,validacao,100-199 min
5218,M,303.8,312.8,1420,47.9,200,0,treino,200+ min
5219,L,303.8,312.9,1589,37.2,203,0,teste,200+ min
5220,L,303.8,313,1365,59.9,205,1,treino,200+ min
5221,L,303.8,313,1633,32.9,207,0,treino,200+ min
5222,L,303.9,313,1626,31.4,209,0,treino,200+ min
5223,L,303.9,313.1,1665,29.6,0,0,validacao,0-99 min
5224,M,303.9,313.2,1350,47.2,2,0,treino,0-99 min
5225,L,303.9,313.2,1590,31.9,5,0,validacao,0-99 min
5226,M,304,313.2,1437,53.9,7,0,teste,0-99 min
5227,L,303.9,313,1403,48.3,10,0,treino,0-99 min
5228,L,303.9,313.1,1440,41.1,12,0,treino,0-99 min
5229,M,303.9,313.1,1343,61.4,14,0,validacao,0-99 min
5230,H,303.9,313.1,1790,26.7,17,0,treino,0-99 min
5231,M,303.8,313.1,2117,18.6,22,0,treino,0-99 min
5232,L,303.8,313.1,1458,42.2,25,0,validacao,0-99 min
5233,L,303.6,312.9,1381,57.8,27,0,treino,0-99 min
5234,L,303.6,312.9,1450,45.3,29,0,validacao,0-99 min
5235,L,303.7,312.9,1461,50.1,31,0,validacao,0-99 min
5236,M,303.7,312.9,1511,41,33,0,treino,0-99 min
5237,L,303.8,313.1,1394,45.4,36,0,treino,0-99 min
5238,L,303.8,313,1499,42.3,38,0,treino,0-99 min
5239,L,303.7,313,1457,44.1,40,0,treino,0-99 min
5240,L,303.7,313,1753,29,42,0,treino,0-99 min
5241,L,303.7,313,1694,28,44,0,treino,0-99 min
5242,L,303.7,313.1,1683,28.4,46,0,treino,0-99 min
5243,L,303.7,313.1,1496,47.4,48,0,treino,0-99 min
5244,L,303.7,313.1,1721,34.8,50,0,treino,0-99 min
5245,L,303.6,313,1593,31.6,52,0,teste,0-99 min
5246,L,303.6,313,1575,38.3,54,0,treino,0-99 min
5247,L,303.5,313,1465,41,56,0,treino,0-99 min
5248,L,303.6,313.1,1405,38.3,58,0,treino,0-99 min
5249,M,303.5,313,1902,21.6,60,0,treino,0-99 min
5250,M,303.4,312.9,1422,39.9,63,0,treino,0-99 min
5251,L,303.5,312.9,1332,52.9,66,0,treino,0-99 min
5252,M,303.4,312.9,1307,54.3,68,0,treino,0-99 min
5253,L,303.5,313,1322,59.5,71,0,treino,0-99 min
5254,L,303.5,313,1547,40.3,73,0,treino,0-99 min
5255,L,303.5,313.1,1897,23.6,75,0,treino,0-99 min
5256,M,303.5,313,1403,51.9,77,0,teste,0-99 min
5257,L,303.5,313,1393,51.6,80,0,validacao,0-99 min
5258,L,303.5,313,1482,38.5,82,0,treino,0-99 min
5259,M,303.5,312.9,1572,44.7,84,0,treino,0-99 min
5260,L,303.5,312.9,1544,36.9,87,0,validacao,0-99 min
5261,M,303.5,313,1492,46.1,89,0,treino,0-99 min
5262,L,303.4,312.8,1513,35.8,92,0,treino,0-99 min
5263,L,303.4,312.8,1449,43.9,94,0,treino,0-99 min
5264,L,303.5,312.8,1877,22.3,96,0,treino,0-99 min
5265,L,303.4,312.8,1376,53.4,98,0,treino,0-99 min
5266,M,303.5,312.9,1883,23.3,100,0,treino,100-199 min
5267,M,303.4,312.8,1518,38.7,103,0,treino,100-199 min
5268,M,303.5,312.9,1438,42.8,106,0,validacao,100-199 min
5269,L,303.4,312.9,1389,54.1,109,0,teste,100-199 min
5270,L,303.5,312.9,1504,44.8,111,0,treino,100-199 min
5271,L,303.5,312.9,1275,64.4,113,0,teste,100-199 min
5272,L,303.6,313,1534,39.7,115,0,validacao,100-199 min
5273,M,303.6,313,1396,38.2,117,0,treino,100-199 min
5274,L,303.6,313.1,1395,44.1,120,0,treino,100-199 min
5275,L,303.6,313,1617,30.9,122,0,validacao,100-199 min
5276,L,303.7,313.1,1423,41.2,124,0,treino,100-199 min
5277,L,303.5,313,1606,34,126,0,treino,100-199 min
5278,L,303.5,312.9,1501,44,128,0,validacao,100-199 min
5279,M,303.5,312.9,1618,30.4,130,0,validacao,100-199 min
5280,L,303.6,313,1522,35.8,133,0,validacao,100-199 min
5281,L,303.6,312.9,1480,41.4,135,0,treino,100-199 min
5282,M,303.7,313,1469,39.9,137,0,treino,100-199 min
5283,H,303.8,313.2,1381,52.4,140,0,teste,100-199 min
5284,L,303.8,313.2,1525,41.9,145,0,treino,100-199 min
5285,M,303.8,313.2,1732,29.6,147,0,treino,100-199 min
5286,L,303.8,313.1,1523,39.8,150,0,treino,100-199 min
5287,L,303.8,313.1,1422,42.4,152,0,teste,100-199 min
5288,H,303.8,313.2,1506,46.9,154,0,treino,100-199 min
5289,L,303.8,313.2,1531,39.4,159,0,treino,100-199 min
5290,M,303.9,313.3,1507,34.3,161,0,treino,100-199 min
5291,L,303.9,313.3,1526,40.7,164,0,teste,100-199 min
5292,L,303.8,313.3,1406,52.1,166,0,teste,100-199 min
5293,M,303.9,313.3,1567,35,168,0,treino,100-199 min
5294,M,303.9,313.4,1464,49.1,171,0,treino,100-199 min
5295,L,303.9,313.4,1442,48.5,174,0,validacao,100-199 min
5296,L,303.8,313.2,1336,47.8,176,0,teste,100-199 min
5297,H,303.8,313.2,1379,50.2,178,0,treino,100-199 min
5298,L,303.7,313.1,1406,48.6,183,0,treino,100-199 min
5299,M,303.7,313.1,2130,18.1,185,0,treino,100-199 min
5300,L,303.7,313.1,1355,49.1,188,0,validacao,100-199 min
5301,M,303.8,313.2,1710,26.5,190,0,treino,100-199 min
5302,L,303.8,313.1,1309,55.8,193,0,validacao,100-199 min
5303,L,303.9,313.1,1491,37.2,195,0,teste,100-199 min
5304,L,303.9,313.2,1481,44.1,197,0,treino,100-199 min
5305,L,303.9,313.1,1425,49.3,199,0,validacao,100-199 min
5306,H,303.9,313.2,1680,29.1,201,0,teste,200+ min
5307,H,304,313.2,1612,31.7,206,0,treino,200+ min
5308,L,304,313.3,1530,34.8,211,0,teste,200+ min
5309,L,304,313.2,1481,42.6,213,0,treino,200+ min
5310,M,303.9,313.2,1422,48,215,1,treino,200+ min
5311,L,303.8,313,1427,43,0,0,treino,0-99 min
5312,H,303.7,312.9,1460,49.8,2,0,treino,0-99 min
5313,L,303.6,312.9,1873,23.5,7,0,treino,0-99 min
5314,M,303.7,312.9,1566,32.6,9,0,teste,0-99 min
5315,L,303.6,312.8,1701,30.8,12,0,treino,0-99 min
5316,L,303.6,312.8,1710,27.2,14,0,validacao,0-99 min
5317,M,303.6,312.8,1689,33.1,16,0,treino,0-99 min
5318,L,303.6,312.7,1637,32.9,19,0,treino,0-99 min
5319,L,303.5,312.6,1496,39,21,0,treino,0-99 min
5320,M,303.5,312.7,1402,47,23,0,treino,0-99 min
5321,L,303.4,312.7,1363,45.5,26,0,treino,0-99 min
5322,M,303.4,312.7,1576,49.9,28,0,treino,0-99 min
5323,M,303.4,312.7,1357,55.3,31,0,treino,0-99 min
5324,M,303.4,312.7,1399,48.4,34,0,teste,0-99 min
5325,M,303.4,312.8,1526,30.8,37,0,teste,0-99 min
5326,L,303.5,312.7,1694,27.3,40,0,teste,0-99 min
5327,M,303.5,312.7,1420,49.1,42,0,treino,0-99 min
5328,M,303.5,312.7,2116,16.7,45,0,treino,0-99 min
5329,M,303.7,312.9,1406,41.9,48,0,teste,0-99 min
5330,L,303.7,313,1456,45.5,51,0,validacao,0-99 min
5331,L,303.6,312.9,1588,31.9,53,0,treino,0-99 min
5332,L,303.7,312.8,1448,44.5,55,0,treino,0-99 min
5333,H,303.6,312.7,1403,46.2,57,0,treino,0-99 min
5334,M,303.5,312.6,1405,51.6,62,0,validacao,0-99 min
5335,M,303.4,312.6,2706,9.8,65,1,treino,0-99 min
5336,M,303.3,312.4,1505,38.9,68,0,validacao,0-99 min
5337,L,303.2,312.4,1663,33.7,71,0,treino,0-99 min
5338,M,303.3,312.6,1482,44.4,73,0,validacao,0-99 min
5339,M,303.3,312.5,1674,32.7,76,0,treino,0-99 min
5340,M,303.4,312.7,1594,32.8,79,0,treino,0-99 min
5341,L,303.5,312.7,1393,49.3,82,0,treino,0-99 min
5342,H,303.5,312.8,1404,55.8,84,0,treino,0-99 min
5343,M,303.5,312.8,1375,45.7,89,0,treino,0-99 min
5344,L,303.5,312.8,1607,38.4,92,0,treino,0-99 min
5345,L,303.4,312.8,1360,50.8,94,0,treino,0-99 min
5346,L,303.5,312.8,1524,39.4,96,0,teste,0-99 min
5347,L,303.4,312.7,1534,35.5,98,0,teste,0-99 min
5348,L,303.3,312.7,1262,63.8,100,0,treino,100-199 min
5349,L,303.3,312.6,1623,34.6,102,0,treino,100-199 min
5350,M,303.3,312.7,1642,33.6,104,0,treino,100-199 min
5351,M,303.4,312.8,1622,35.1,107,0,teste,100-199 min
5352,M,303.5,312.9,1530,34.5,110,0,validacao,100-199 min
5353,M,303.4,312.8,1590,36.3,113,0,treino,100-199 min
5354,L,303.4,312.7,1589,34,116,0,validacao,100-199 min
5355,L,303.4,312.6,1462,37.5,118,0,treino,100-199 min
5356,H,303.3,312.5,1328,49.8,120,0,validacao,100-199 min
5357,H,303.3,312.6,1692,29,125,0,teste,100-199 min
5358,L,303.3,312.5,1968,20.6,130,0,teste,100-199 min
5359,H,303.3,312.6,1827,24.2,132,0,treino,100-199 min
5360,M,303.3,312.6,1397,47.1,137,0,treino,100-199 min
5361,L,303.3,312.6,1463,44,140,0,validacao,100-199 min
5362,L,303.3,312.7,1643,30.7,142,0,treino,100-199 min
5363,L,303.2,312.6,1281,57,144,0,treino,100-199 min
5364,L,303.2,312.5,1518,39.9,146,0,teste,100-199 min
5365,L,303.2,312.6,1601,35.3,148,0,validacao,100-199 min
5366,L,303.1,312.6,1548,36.4,150,0,teste,100-199 min
5367,H,303.1,312.6,1404,40.6,152,0,validacao,100-199 min
5368,M,303.1,312.5,1766,26.7,157,0,teste,100-199 min
5369,M,303.1,312.5,1667,30,160,0,treino,100-199 min
5370,H,303,312.5,1507,37.9,163,0,treino,100-199 min
5371,H,303,312.4,1627,37.1,168,0,treino,100-199 min
5372,L,302.9,312.3,1435,47.7,173,0,validacao,100-199 min
5373,H,302.9,312.3,1509,46.8,175,0,treino,100-199 min
5374,M,302.9,312.3,1809,25,180,0,validacao,100-199 min
5375,L,302.9,312.3,1515,40.8,183,0,treino,100-199 min
5376,L,302.9,312.3,1530,34.9,185,0,teste,100-199 min
5377,H,302.8,312.3,1336,57.5,187,0,validacao,100-199 min
5378,L,302.9,312.4,2030,19.1,192,0,teste,100-199 min
5379,L,302.9,312.4,1550,36.9,194,0,validacao,100-199 min
