UDI,conjunto
4676,treino
4677,teste
4678,validacao
4679,treino
4680,teste
4681,treino
4682,validacao
4683,validacao
4684,treino
4685,treino
4686,validacao
4687,treino
4688,validacao
4689,treino
4690,treino
4691,treino
4692,treino
4693,teste
4694,treino
4695,validacao
4696,teste
4697,teste
4698,teste
4699,teste
4700,teste
4701,teste
4702,teste
4703,treino
4704,treino
4705,teste
4706,validacao
4707,validacao
4708,treino
4709,treino
4710,validacao
4711,validacao
4712,treino
4713,validacao
4714,validacao
4715,treino
4716,validacao
4717,treino
4718,treino
4719,validacao
4720,treino
4721,teste
4722,treino
4723,treino
4724,validacao
4725,treino
4726,treino
4727,treino
4728,teste
4729,treino
4730,treino
4731,treino
4732,treino
4733,validacao
4734,treino
4735,validacao
4736,teste
4737,validacao
4738,validacao
4739,validacao
4740,treino
4741,treino
4742,treino
4743,validacao
4744,teste
4745,treino
4746,treino
4747,treino
4748,treino
4749,treino
4750,validacao
4751,treino
4752,validacao
4753,treino
4754,treino
4755,teste
4756,teste
4757,treino
4758,validacao
4759,teste
4760,treino
4761,teste
4762,treino
4763,treino
4764,treino
4765,treino
4766,teste
4767,teste
4768,treino
4769,validacao
4770,treino
4771,treino
4772,treino
4773,treino
4774,treino
4775,treino
4776,teste
4777,validacao
4778,treino
4779,teste
4780,treino
4781,treino
4782,treino
4783,treino
4784,treino
4785,validacao
4786,treino
4787,teste
4788,teste
4789,validacao
4790,validacao
4791,teste
4792,validacao
4793,treino
4794,treino
4795,teste
4796,treino
4797,treino
4798,treino
4799,treino
4800,treino
4801,treino
4802,validacao
4803,treino
4804,validacao
4805,treino
4806,treino
4807,teste
4808,treino
4809,treino
4810,treino
4811,teste
4812,treino
4813,validacao
4814,treino
4815,treino
4816,validacao
4817,validacao
4818,validacao
4819,validacao
4820,treino
4821,treino
4822,validacao
4823,teste
4824,treino
4825,treino
4826,treino
4827,treino
4828,treino
4829,treino
4830,treino
4831,validacao
4832,treino
4833,treino
4834,treino
4835,treino
4836,treino
4837,treino
4838,teste
4839,teste
4840,validacao
4841,treino
4842,validacao
4843,treino
4844,treino
4845,treino
4846,treino
4847,treino
4848,treino
4849,treino
4850,teste
4851,treino
4852,teste
4853,treino
4854,treino
4855,treino
4856,treino
4857,validacao
4858,treino
4859,treino
4860,treino
4861,treino
4862,teste
4863,treino
4864,treino
4865,treino
4866,teste
4867,teste
4868,treino
4869,treino
4870,treino
4871,treino
4872,teste
4873,treino
4874,teste
4875,treino
4876,treino
4877,treino
4878,teste
4879,treino
4880,treino
4881,treino
4882,treino
4883,validacao
4884,validacao
4885,validacao
4886,treino
4887,validacao
4888,teste
4889,validacao
4890,validacao
4891,treino
4892,teste
4893,validacao
4894,treino
4895,treino
4896,validacao
4897,treino
4898,treino
4899,treino
4900,teste
4901,treino
4902,validacao
4903,teste
4904,validacao
4905,teste
4906,treino
4907,validacao
4908,treino
4909,treino
4910,treino
4911,treino
4912,treino
4913,teste
4914,treino
4915,validacao
4916,treino
4917,treino
4918,treino
4919,treino
4920,treino
4921,treino
4922,treino
4923,treino
4924,treino
4925,treino
4926,treino
4927,validacao
4928,validacao
4929,treino
4930,treino
4931,treino
4932,validacao
4933,treino
4934,teste
4935,treino
4936,treino
4937,treino
4938,treino
4939,validacao
4940,treino
4941,treino
4942,validacao
4943,treino
4944,treino
4945,treino
4946,validacao
4947,treino
4948,treino
4949,validacao
4950,treino
4951,teste
4952,treino
4953,treino
4954,treino
4955,treino
4956,treino
4957,treino
4958,treino
4959,treino
4960,treino
4961,teste
4962,validacao
4963,treino
4964,teste
4965,validacao
4966,treino
4967,teste
4968,teste
4969,teste
4970,treino
4971,treino
4972,treino
4973,validacao
4974,treino
4975,treino
4976,treino
4977,treino
4978,treino
4979,treino
4980,treino
4981,teste
4982,validacao
4983,validacao
4984,validacao
4985,treino
4986,teste
4987,treino
4988,validacao
4989,treino
4990,treino
4991,validacao
4992,teste
4993,treino
4994,validacao
4995,teste
4996,treino
4997,treino
4998,treino
4999,treino
5000,treino
5001,treino
5002,treino
5003,treino
5004,validacao
5005,treino
5006,treino
5007,treino
5008,treino
5009,treino
5010,treino
5011,validacao
5012,treino
5013,teste
5014,treino
5015,treino
5016,teste
5017,treino
5018,treino
5019,teste
5020,teste
5021,validacao
5022,treino
5023,treino
5024,teste
5025,treino
5026,teste
5027,treino
5028,treino
5029,validacao
5030,treino
5031,teste
5032,treino
5033,validacao
5034,treino
5035,teste
5036,treino
5037,treino
5038,treino
5039,treino
5040,teste
5041,teste
5042,teste
5043,treino
5044,treino
5045,teste
5046,treino
5047,teste
5048,treino
5049,treino
5050,treino
5051,treino
5052,validacao
5053,treino
5054,treino
5055,treino
5056,treino
5057,teste
5058,validacao
5059,treino
5060,treino
5061,treino
5062,treino
5063,treino
5064,treino
5065,treino
5066,treino
5067,treino
5068,treino
5069,teste
5070,treino
5071,treino
5072,treino
5073,teste
5074,treino
5075,treino
5076,validacao
5077,treino
5078,validacao
5079,teste
5080,treino
5081,treino
5082,treino
5083,treino
5084,teste
5085,treino
5086,validacao
5087,teste
5088,teste
5089,treino
5090,treino
5091,teste
5092,teste
5093,treino
5094,validacao
5095,treino
5096,teste
5097,teste
5098,treino
5099,treino
5100,treino
5101,treino
5102,validacao
5103,validacao
5104,treino
5105,treino
5106,validacao
5107,teste
5108,validacao
5109,treino
5110,validacao
5111,teste
5112,treino
5113,treino
5114,teste
5115,treino
5116,treino
5117,validacao
5118,treino
5119,validacao
5120,teste
5121,treino
5122,teste
5123,treino
5124,validacao
5125,teste
5126,treino
5127,teste
5128,validacao
5129,treino
5130,teste
5131,teste
5132,validacao
5133,treino
5134,treino
5135,validacao
5136,treino
5137,validacao
5138,treino
5139,treino
5140,treino
5141,treino
5142,treino
5143,teste
5144,treino
5145,validacao
5146,treino
5147,treino
5148,teste
5149,teste
5150,teste
5151,treino
5152,treino
5153,treino
5154,treino
5155,treino
5156,treino
5157,treino
5158,treino
5159,treino
5160,validacao
5161,treino
5162,treino
5163,validacao
5164,treino
5165,teste
5166,validacao
5167,validacao
5168,treino
5169,treino
5170,teste
5171,treino
5172,teste
5173,validacao
5174,treino
5175,treino
5176,treino
5177,validacao
5178,validacao
5179,treino
5180,treino
5181,treino
5182,treino
5183,teste
5184,treino
5185,teste
5186,validacao
5187,treino
5188,treino
5189,treino
5190,treino
5191,treino
5192,validacao
5193,treino
5194,treino
5195,treino
5196,teste
5197,treino
5198,treino
5199,treino
5200,treino
5201,validacao
5202,validacao
5203,teste
5204,validacao
5205,treino
5206,validacao
5207,teste
5208,teste
5209,treino
5210,teste
5211,treino
5212,teste
5213,treino
5214,treino
5215,teste
5216,treino
5217,validacao
5218,treino
5219,teste
5220,treino
5221,treino
5222,treino
5223,validacao
5224,treino
5225,validacao
5226,teste
5227,treino
5228,treino
5229,validacao
5230,treino
5231,treino
5232,validacao
5233,treino
5234,validacao
5235,validacao
5236,treino
5237,treino
5238,treino
5239,treino
5240,treino
5241,treino
5242,treino
5243,treino
5244,treino
5245,teste
5246,treino
5247,treino
5248,treino
5249,treino
5250,treino
5251,treino
5252,treino
5253,treino
5254,treino
5255,treino
5256,teste
5257,validacao
5258,treino
5259,treino
5260,validacao
5261,treino
5262,treino
5263,treino
5264,treino
5265,treino
5266,treino
5267,treino
5268,validacao
5269,teste
5270,treino
5271,teste
5272,validacao
5273,treino
5274,treino
5275,validacao
5276,treino
5277,treino
5278,validacao
5279,validacao
5280,validacao
5281,treino
5282,treino
5283,teste
5284,treino
5285,treino
5286,treino
5287,teste
5288,treino
5289,treino
5290,treino
5291,teste
5292,teste
5293,treino
5294,treino
5295,validacao
5296,teste
5297,treino
5298,treino
5299,treino
5300,validacao
5301,treino
5302,validacao
5303,teste
5304,treino
5305,validacao
5306,teste
5307,treino
5308,teste
5309,treino
5310,treino
5311,treino
5312,treino
5313,treino
5314,teste
5315,treino
5316,validacao
5317,treino
5318,treino
5319,treino
5320,treino
5321,treino
5322,treino
5323,treino
5324,teste
5325,teste
5326,teste
5327,treino
5328,treino
5329,teste
5330,validacao
5331,treino
5332,treino
5333,treino
5334,validacao
5335,treino
5336,validacao
5337,treino
5338,validacao
5339,treino
5340,treino
5341,treino
5342,treino
5343,treino
5344,treino
5345,treino
5346,teste
5347,teste
5348,treino
5349,treino
5350,treino
5351,teste
5352,validacao
5353,treino
5354,validacao
5355,treino
5356,validacao
5357,teste
5358,teste
5359,treino
5360,treino
5361,validacao
5362,treino
5363,treino
5364,teste
5365,validacao
5366,teste
5367,validacao
5368,teste
5369,treino
5370,treino
5371,treino
5372,validacao
5373,treino
5374,validacao
5375,treino
5376,teste
5377,validacao
5378,teste
5379,validacao
5380,treino
5381,treino
5382,treino
5383,treino
5384,teste
5385,treino
5386,treino
5387,validacao
5388,treino
5389,treino
5390,treino
5391,treino
5392,teste
5393,validacao
5394,treino
5395,treino
5396,validacao
5397,treino
5398,treino
5399,treino
5400,teste
5401,treino
5402,treino
5403,treino
5404,teste
5405,validacao
5406,validacao
5407,teste
5408,treino
5409,treino
5410,treino
5411,treino
5412,treino
5413,treino
5414,treino
5415,validacao
5416,treino
5417,treino
5418,teste
5419,treino
5420,validacao
5421,treino
5422,treino
5423,teste
5424,teste
5425,teste
5426,treino
5427,treino
5428,teste
5429,treino
5430,treino
5431,treino
5432,treino
5433,validacao
5434,teste
5435,treino
5436,treino
5437,teste
5438,validacao
5439,validacao
5440,treino
5441,treino
5442,validacao
5443,treino
5444,treino
5445,treino
5446,treino
5447,validacao
5448,treino
5449,teste
5450,treino
5451,validacao
5452,treino
5453,teste
5454,teste
5455,treino
5456,treino
5457,treino
5458,treino
5459,validacao
5460,validacao
5461,treino
5462,treino
5463,treino
5464,treino
5465,treino
5466,treino
5467,validacao
5468,teste
5469,treino
5470,treino
5471,treino
5472,validacao
5473,treino
5474,validacao
5475,validacao
5476,treino
5477,validacao
5478,teste
5479,teste
5480,validacao
5481,validacao
5482,treino
5483,teste
5484,teste
5485,treino
5486,teste
5487,treino
5488,validacao
5489,treino
5490,teste
5491,treino
5492,treino
5493,treino
5494,treino
5495,treino
5496,treino
5497,teste
5498,validacao
5499,treino
5500,teste
5501,treino
5502,validacao
5503,validacao
5504,teste
5505,validacao
5506,teste
5507,treino
5508,treino
5509,validacao
5510,validacao
5511,treino
5512,treino
5513,treino
5514,validacao
5515,treino
5516,validacao
5517,validacao
5518,validacao
5519,treino
5520,treino
5521,treino
5522,treino
5523,teste
5524,teste
5525,treino
5526,validacao
5527,treino
5528,teste
5529,treino
5530,treino
5531,treino
5532,treino
5533,validacao
5534,treino
5535,teste
5536,treino
5537,treino
5538,treino
5539,treino
5540,teste
5541,treino
5542,teste
5543,treino
5544,teste
5545,treino
5546,treino
5547,validacao
5548,teste
5549,treino
5550,teste
5551,treino
5552,treino
5553,treino
5554,teste
5555,treino
5556,validacao
5557,validacao
5558,validacao
5559,treino
5560,teste
5561,treino
5562,validacao
5563,validacao
5564,teste
5565,treino
5566,treino
5567,treino
5568,teste
5569,teste
5570,treino
5571,treino
5572,treino
5573,treino
5574,treino
5575,teste
5576,validacao
5577,validacao
5578,validacao
5579,treino
5580,treino
5581,treino
5582,treino
5583,teste
5584,treino
5585,treino
5586,treino
5587,treino
5588,validacao
5589,treino
5590,validacao
5591,teste
5592,teste
5593,treino
5594,validacao
5595,teste
5596,treino
5597,teste
5598,validacao
5599,treino
5600,treino
5601,teste
5602,treino
5603,treino
5604,treino
5605,treino
5606,treino
5607,treino
5608,treino
5609,treino
5610,treino
5611,validacao
5612,treino
5613,validacao
5614,treino
5615,validacao
5616,treino
5617,validacao
5618,validacao
5619,treino
5620,treino
5621,teste
5622,validacao
5623,treino
5624,teste
5625,validacao
5626,validacao
5627,validacao
5628,validacao
5629,validacao
5630,treino
5631,treino
5632,treino
5633,treino
5634,teste
5635,treino
5636,treino
5637,validacao
5638,teste
5639,validacao
5640,treino
5641,teste
5642,treino
5643,teste
5644,teste
5645,validacao
5646,treino
5647,treino
5648,validacao
5649,treino
5650,treino
5651,treino
5652,teste
5653,treino
5654,validacao
5655,treino
5656,validacao
5657,teste
5658,treino
5659,teste
5660,treino
5661,treino
5662,treino
5663,treino
5664,teste
5665,treino
5666,teste
5667,treino
5668,treino
5669,treino
5670,treino
5671,teste
5672,treino
5673,treino
5674,teste
5675,treino
5676,validacao
5677,validacao
5678,validacao
5679,validacao
5680,teste
5681,treino
5682,treino
5683,treino
5684,validacao
5685,treino
5686,validacao
5687,treino
5688,treino
5689,treino
5690,treino
5691,treino
5692,validacao
5693,teste
5694,treino
5695,treino
5696,teste
5697,treino
5698,treino
5699,treino
5700,teste
5701,teste
5702,teste
5703,validacao
5704,teste
5705,validacao
5706,teste
5707,teste
5708,treino
5709,validacao
5710,validacao
5711,treino
5712,treino
5713,treino
5714,treino
5715,teste
5716,treino
5717,treino
5718,treino
5719,treino
5720,teste
5721,treino
5722,treino
5723,treino
5724,treino
5725,treino
5726,treino
5727,teste
5728,treino
5729,teste
5730,treino
5731,treino
5732,treino
5733,teste
5734,validacao
5735,validacao
5736,treino
5737,treino
5738,validacao
5739,teste
5740,treino
5741,validacao
5742,validacao
5743,teste
5744,treino
5745,treino
5746,treino
5747,treino
5748,teste
5749,treino
5750,treino
5751,validacao
5752,validacao
5753,treino
5754,treino
5755,treino
5756,treino
5757,treino
5758,treino
5759,treino
5760,treino
5761,treino
5762,treino
5763,treino
5764,treino
5765,treino
5766,treino
5767,treino
5768,treino
5769,treino
5770,treino
5771,validacao
5772,treino
5773,validacao
5774,treino
5775,treino
5776,treino
5777,validacao
5778,treino
5779,validacao
5780,treino
5781,treino
5782,treino
5783,teste
5784,validacao
5785,validacao
5786,treino
5787,teste
5788,teste
5789,teste
5790,validacao
5791,treino
5792,teste
5793,treino
5794,teste
5795,validacao
5796,teste
5797,treino
5798,validacao
5799,validacao
5800,treino
5801,validacao
5802,validacao
5803,treino
5804,treino
5805,treino
5806,treino
5807,treino
5808,validacao
5809,validacao
5810,treino
5811,treino
5812,treino
5813,teste
5814,treino
5815,treino
5816,treino
5817,treino
5818,teste
5819,treino
5820,teste
5821,teste
5822,teste
5823,treino
5824,validacao
5825,treino
5826,treino
5827,treino
5828,teste
5829,treino
5830,validacao
5831,teste
5832,treino
5833,validacao
5834,treino
5835,treino
5836,treino
5837,treino
5838,teste
5839,validacao
5840,treino
5841,teste
5842,validacao
5843,treino
5844,validacao
5845,teste
5846,treino
5847,treino
5848,validacao
5849,teste
5850,treino
5851,validacao
5852,treino
5853,teste
5854,treino
5855,treino
5856,validacao
5857,teste
5858,treino
5859,treino
5860,treino
5861,treino
5862,validacao
5863,treino
5864,treino
5865,treino
5866,treino
5867,treino
5868,treino
5869,treino
5870,treino
5871,teste
5872,teste
5873,treino
5874,treino
5875,teste
5876,validacao
5877,treino
5878,teste
5879,teste
5880,treino
5881,treino
5882,treino
5883,treino
5884,teste
5885,treino
5886,treino
5887,treino
5888,treino
5889,validacao
5890,treino
5891,validacao
5892,treino
5893,treino
5894,validacao
5895,treino
5896,treino
5897,teste
5898,teste
5899,treino
5900,validacao
5901,treino
5902,treino
5903,treino
5904,treino
5905,treino
5906,treino
5907,treino
5908,teste
5909,treino
5910,validacao
5911,treino
5912,teste
5913,treino
5914,treino
5915,treino
5916,treino
5917,treino
5918,treino
5919,validacao
5920,treino
5921,validacao
5922,treino
5923,treino
5924,validacao
5925,treino
5926,treino
5927,treino
5928,validacao
5929,teste
5930,treino
5931,validacao
5932,validacao
5933,treino
5934,treino
5935,treino
5936,treino
5937,treino
5938,treino
5939,treino
5940,treino
5941,treino
5942,validacao
5943,treino
5944,treino
5945,teste
5946,teste
5947,treino
5948,treino
5949,treino
5950,treino
5951,treino
5952,validacao
5953,treino
5954,teste
5955,treino
5956,treino
5957,validacao
5958,treino
5959,teste
5960,treino
5961,treino
5962,treino
5963,treino
5964,treino
5965,treino
5966,treino
5967,treino
5968,teste
5969,treino
5970,validacao
5971,treino
5972,treino
5973,teste
5974,treino
5975,validacao
5976,treino
5977,treino
5978,treino
5979,teste
5980,validacao
5981,teste
5982,treino
5983,treino
5984,treino
5985,validacao
5986,validacao
5987,teste
5988,treino
5989,teste
5990,treino
5991,treino
5992,validacao
5993,validacao
5994,treino
5995,validacao
5996,treino
5997,teste
5998,treino
5999,treino
6000,validacao
6001,teste
6002,validacao
6003,treino
6004,treino
6005,treino
6006,teste
6007,treino
6008,treino
6009,treino
6010,treino
6011,treino
6012,treino
6013,teste
6014,treino
6015,teste
6016,teste
6017,treino
6018,treino
6019,treino
6020,treino
6021,teste
6022,treino
6023,teste
6024,treino
6025,treino
6026,treino
6027,validacao
6028,treino
6029,validacao
6030,teste
6031,treino
6032,treino
6033,teste
6034,treino
6035,treino
6036,teste
6037,treino
6038,validacao
6039,treino
6040,treino
6041,validacao
6042,validacao
6043,treino
6044,treino
6045,teste
6046,treino
6047,treino
6048,teste
6049,treino
6050,validacao
6051,treino
6052,treino
6053,teste
6054,teste
6055,treino
6056,treino
6057,treino
6058,teste
6059,teste
6060,validacao
6061,validacao
6062,treino
6063,validacao
6064,treino
6065,treino
6066,validacao
6067,treino
6068,teste
6069,treino
6070,treino
6071,treino
6072,treino
6073,treino
6074,treino
6075,validacao
6076,treino
6077,treino
6078,treino
6079,teste
6080,treino
6081,treino
6082,treino
6083,validacao
6084,treino
6085,treino
6086,treino
6087,treino
6088,treino
6089,validacao
6090,validacao
6091,teste
6092,validacao
6093,treino
6094,treino
6095,treino
6096,treino
6097,treino
6098,treino
6099,treino
6100,treino
6101,treino
6102,teste
6103,treino
6104,treino
6105,treino
6106,treino
6107,treino
6108,treino
6109,treino
6110,treino
6111,validacao
6112,teste
6113,teste
6114,treino
6115,validacao
6116,treino
6117,teste
6118,validacao
6119,treino
6120,treino
6121,validacao
6122,teste
6123,treino
6124,treino
6125,validacao
6126,treino
6127,treino
6128,teste
6129,validacao
6130,validacao
6131,treino
6132,treino
6133,treino
6134,validacao
6135,teste
6136,teste
6137,treino
6138,treino
6139,teste
6140,validacao
6141,treino
6142,validacao
6143,treino
6144,validacao
6145,treino
6146,validacao
6147,validacao
6148,validacao
6149,treino
6150,teste
6151,validacao
6152,validacao
6153,teste
6154,treino
6155,validacao
6156,teste
6157,treino
6158,treino
6159,treino
6160,treino
6161,treino
6162,treino
6163,validacao
6164,validacao
6165,treino
6166,treino
6167,treino
6168,treino
6169,treino
6170,treino
6171,treino
6172,treino
6173,validacao
6174,teste
6175,treino
6176,teste
6177,treino
6178,teste
6179,validacao
6180,treino
6181,teste
6182,treino
6183,teste
6184,validacao
6185,teste
6186,treino
6187,validacao
6188,treino
6189,validacao
6190,treino
6191,treino
6192,treino
6193,treino
6194,treino
6195,treino
6196,treino
6197,validacao
6198,treino
6199,treino
6200,treino
6201,treino
6202,treino
6203,teste
6204,treino
6205,teste
6206,treino
6207,treino
6208,treino
6209,teste
6210,treino
6211,teste
6212,treino
6213,teste
6214,treino
6215,treino
6216,teste
6217,treino
6218,validacao
6219,treino
6220,treino
6221,teste
6222,treino
6223,validacao
6224,treino
6225,treino
6226,treino
6227,validacao
6228,teste
6229,treino
6230,treino
6231,validacao
6232,treino
6233,teste
6234,treino
6235,treino
6236,treino
6237,teste
6238,treino
6239,teste
6240,treino
6241,validacao
6242,validacao
6243,treino
6244,validacao
6245,treino
6246,teste
6247,treino
6248,teste
6249,validacao
6250,treino
6251,teste
6252,teste
6253,validacao
6254,treino
6255,treino
6256,treino
6257,validacao
6258,validacao
6259,treino
6260,treino
6261,treino
6262,teste
6263,treino
6264,validacao
6265,validacao
6266,treino
6267,teste
6268,treino
6269,treino
6270,treino
6271,treino
6272,treino
6273,treino
6274,treino
6275,validacao
6276,treino
6277,teste
6278,validacao
6279,treino
6280,teste
6281,teste
6282,validacao
6283,treino
6284,teste
6285,treino
6286,treino
6287,treino
6288,treino
6289,teste
6290,treino
6291,validacao
6292,treino
6293,teste
6294,treino
6295,treino
6296,teste
6297,treino
6298,treino
6299,treino
6300,teste
6301,treino
6302,validacao
6303,teste
6304,treino
6305,treino
6306,treino
6307,teste
6308,treino
6309,treino
6310,treino
6311,treino
6312,teste
6313,validacao
6314,validacao
6315,treino
6316,treino
6317,teste
6318,validacao
6319,treino
6320,treino
6321,treino
6322,treino
6323,validacao
6324,teste
6325,treino
6326,validacao
6327,treino
6328,treino
6329,validacao
6330,treino
6331,treino
6332,treino
6333,treino
6334,treino
6335,treino
6336,validacao
6337,treino
6338,validacao
6339,treino
6340,treino
6341,treino
6342,treino
6343,validacao
6344,teste
6345,treino
6346,treino
6347,treino
6348,teste
6349,teste
6350,treino
6351,treino
6352,treino
6353,treino
6354,treino
6355,teste
6356,teste
6357,treino
6358,treino
6359,treino
6360,treino
6361,teste
6362,treino
6363,validacao
6364,validacao
6365,teste
6366,treino
6367,treino
6368,teste
6369,validacao
6370,teste
6371,teste
6372,validacao
6373,treino
6374,treino
6375,treino
6376,treino
6377,treino
6378,treino
6379,treino
6380,treino
6381,treino
6382,teste
6383,treino
6384,treino
6385,treino
6386,validacao
6387,treino
6388,teste
6389,treino
6390,treino
6391,validacao
6392,treino
6393,treino
6394,treino
6395,treino
6396,treino
6397,validacao
6398,teste
6399,treino
6400,treino
6401,validacao
6402,teste
6403,treino
6404,validacao
6405,treino
6406,treino
6407,treino
6408,validacao
6409,treino
6410,treino
6411,treino
6412,treino
6413,treino
6414,treino
6415,treino
6416,teste
6417,treino
6418,treino
6419,treino
6420,validacao
6421,teste
6422,validacao
6423,treino
6424,treino
6425,treino
6426,treino
6427,validacao
6428,treino
6429,treino
6430,validacao
6431,teste
6432,treino
6433,teste
6434,treino
6435,teste
6436,validacao
6437,treino
6438,treino
6439,teste
6440,treino
6441,validacao
6442,treino
6443,treino
6444,treino
6445,treino
6446,treino
6447,validacao
6448,treino
6449,treino
6450,teste
6451,teste
6452,teste
6453,treino
6454,treino
6455,treino
6456,treino
6457,teste
6458,treino
6459,validacao
6460,treino
6461,treino
6462,treino
6463,treino
6464,teste
6465,treino
6466,treino
6467,treino
6468,treino
6469,treino
6470,treino
6471,treino
6472,treino
6473,validacao
6474,validacao
6475,treino
6476,treino
6477,treino
6478,treino
6479,treino
6480,teste
6481,treino
6482,treino
6483,validacao
6484,treino
6485,validacao
6486,treino
6487,treino
6488,validacao
6489,treino
6490,treino
6491,treino
6492,validacao
6493,validacao
6494,treino
6495,validacao
6496,teste
6497,teste
6498,teste
6499,treino
6500,treino
6501,treino
6502,teste
6503,validacao
6504,teste
6505,teste
6506,treino
6507,teste
6508,validacao
6509,treino
6510,teste
6511,treino
6512,validacao
6513,treino
6514,teste
6515,validacao
6516,treino
6517,treino
6518,validacao
6519,validacao
6520,treino
6521,treino
6522,treino
6523,teste
6524,validacao
6525,treino
6526,treino
6527,teste
6528,treino
6529,treino
6530,treino
6531,treino
6532,teste
6533,treino
6534,treino
6535,teste
6536,validacao
6537,validacao
6538,treino
6539,teste
6540,validacao
6541,teste
6542,validacao
6543,validacao
6544,treino
6545,validacao
6546,treino
6547,teste
6548,treino
6549,teste
6550,treino
6551,treino
6552,treino
6553,validacao
6554,teste
6555,teste
6556,treino
6557,treino
6558,teste
6559,teste
6560,treino
6561,treino
6562,treino
6563,validacao
6564,teste
6565,teste
6566,teste
6567,treino
6568,validacao
6569,treino
6570,treino
6571,validacao
6572,validacao
6573,teste
6574,teste
6575,treino
6576,teste
6577,treino
6578,treino
6579,treino
6580,validacao
6581,treino
6582,treino
6583,treino
6584,teste
6585,treino
6586,treino
6587,teste
6588,validacao
6589,validacao
6590,treino
6591,teste
6592,treino
6593,treino
6594,validacao
6595,treino
6596,treino
6597,treino
6598,teste
6599,treino
6600,treino
6601,validacao
6602,teste
6603,treino
6604,treino
6605,validacao
6606,treino
6607,validacao
6608,treino
6609,validacao
6610,validacao
6611,validacao
6612,treino
6613,teste
6614,treino
6615,treino
6616,treino
6617,validacao
6618,validacao
6619,validacao
6620,treino
6621,treino
6622,treino
6623,validacao
6624,validacao
6625,teste
6626,treino
6627,validacao
6628,validacao
6629,validacao
6630,treino
6631,teste
6632,treino
6633,treino
6634,treino
6635,validacao
6636,validacao
6637,treino
6638,treino
6639,validacao
6640,teste
6641,validacao
6642,validacao
6643,teste
6644,treino
6645,validacao
6646,teste
6647,treino
6648,teste
6649,treino
6650,treino
6651,treino
6652,validacao
6653,treino
6654,treino
6655,treino
6656,treino
6657,treino
6658,validacao
6659,treino
6660,treino
6661,treino
6662,treino
6663,treino
6664,validacao
6665,validacao
6666,treino
6667,treino
6668,teste
6669,treino
6670,treino
6671,treino
6672,validacao
6673,treino
6674,treino
6675,teste
6676,treino
6677,treino
6678,treino
6679,treino
6680,treino
6681,treino
6682,treino
6683,treino
6684,validacao
6685,treino
6686,treino
6687,teste
6688,treino
6689,treino
6690,treino
6691,treino
6692,treino
6693,validacao
6694,teste
6695,treino
6696,treino
6697,treino
6698,treino
6699,treino
6700,validacao
6701,treino
6702,treino
6703,validacao
6704,teste
6705,treino
6706,validacao
6707,treino
6708,teste
6709,treino
6710,validacao
6711,treino
6712,validacao
6713,teste
6714,treino
6715,teste
6716,validacao
6717,validacao
6718,validacao
6719,validacao
6720,teste
6721,treino
6722,treino
6723,treino
6724,treino
6725,validacao
6726,validacao
6727,treino
6728,teste
6729,treino
6730,teste
6731,teste
6732,treino
6733,treino
6734,validacao
6735,treino
6736,treino
6737,treino
6738,treino
6739,treino
6740,treino
6741,teste
6742,treino
6743,teste
6744,treino
6745,teste
6746,treino
6747,validacao
6748,validacao
6749,treino
6750,treino
6751,teste
6752,treino
6753,treino
6754,treino
6755,validacao
6756,treino
6757,treino
6758,teste
6759,validacao
6760,validacao
6761,treino
6762,treino
6763,treino
6764,validacao
6765,teste
6766,treino
6767,treino
6768,teste
6769,treino
6770,treino
6771,treino
6772,validacao
6773,treino
6774,validacao
6775,validacao
6776,validacao
6777,treino
6778,treino
6779,validacao
6780,validacao
6781,teste
6782,validacao
6783,treino
6784,validacao
6785,treino
6786,validacao
6787,treino
6788,treino
6789,teste
6790,treino
6791,treino
6792,treino
6793,treino
6794,treino
6795,treino
6796,treino
6797,treino
6798,treino
6799,treino
6800,treino
6801,treino
6802,treino
6803,teste
6804,teste
6805,validacao
6806,teste
6807,treino
6808,treino
6809,treino
6810,treino
6811,treino
6812,treino
6813,treino
6814,treino
6815,treino
6816,teste
6817,teste
6818,teste
6819,validacao
6820,teste
6821,treino
6822,teste
6823,treino
6824,treino
6825,validacao
6826,treino
6827,treino
6828,treino
6829,treino
6830,treino
6831,treino
6832,treino
6833,treino
6834,treino
6835,treino
6836,treino
6837,treino
6838,treino
6839,teste
6840,validacao
6841,teste
6842,treino
6843,treino
6844,treino
6845,treino
6846,teste
6847,treino
6848,treino
6849,teste
6850,treino
6851,treino
6852,treino
6853,treino
6854,treino
6855,treino
6856,treino
6857,treino
6858,treino
6859,treino
6860,validacao
6861,teste
6862,treino
6863,treino
6864,teste
6865,treino
6866,treino
6867,validacao
6868,treino
6869,treino
6870,validacao
6871,validacao
6872,treino
6873,treino
6874,treino
6875,treino
6876,teste
6877,validacao
6878,treino
6879,treino
6880,validacao
6881,validacao
6882,treino
6883,treino
6884,validacao
6885,teste
6886,validacao
6887,treino
6888,teste
6889,treino
6890,teste
6891,treino
6892,teste
6893,teste
6894,validacao
6895,teste
6896,validacao
6897,treino
6898,treino
6899,treino
6900,validacao
6901,validacao
6902,treino
6903,treino
6904,treino
6905,validacao
6906,treino
6907,validacao
6908,treino
6909,validacao
6910,validacao
6911,teste
6912,treino
6913,treino
6914,teste
6915,treino
6916,teste
6917,treino
6918,treino
6919,treino
6920,teste
6921,teste
6922,treino
6923,validacao
6924,treino
6925,treino
6926,treino
6927,treino
6928,validacao
6929,treino
